student_id,gender,school_type,location,extracurricular,parent_education,income_level,study_hours_per_day,attendance_pct,sleep_hours,math_score,science_score,english_score,social_score,average_score,grade
STU0224,Male,Private,Rural,Music,Graduate,Low,2.6,60.2,,88.1,94.5,83.9,72.1,84.65,A
STU0225,Male,Private,Urban,None,Secondary,Low,3.1,85.6,4.9,75.7,70.6,55.3,71.1,68.18,C
STU0226,Female,Private,Rural,Coding,No Schooling,,5.6,84.1,6.5,76.1,70.1,46.0,66.3,64.62,C
STU0227,Male,Government,Semi-Urban,Coding,Graduate,Middle,2.3,92.4,9.6,79.3,72.6,67.2,50.8,67.47,C
STU0228,Male,Government,Urban,Sports,Post-Graduate,Low,4.7,86.0,,76.8,75.9,74.9,65.7,73.32,B
STU0229,Male,Government,Semi-Urban,Sports,Graduate,Middle,3.0,74.5,7.7,71.8,84.2,74.2,68.3,74.62,B
STU0230,Male,Private,Semi-Urban,Music,Graduate,Low,5.4,100.0,5.7,92.2,90.6,73.3,76.0,83.02,A
STU0231,Male,Private,Rural,Dance,Secondary,Middle,6.8,90.2,,79.5,71.7,59.2,74.0,71.1,B
STU0232,Female,Government,Rural,Sports,Secondary,Middle,2.5,64.2,,52.6,48.8,43.9,55.0,50.08,D
STU0233,Male,Private,Rural,Dance,Graduate,Low,4.9,76.4,6.4,82.2,79.4,68.9,81.8,78.08,B
STU0234,Male,Private,Rural,Coding,Primary,Middle,5.5,80.7,7.2,80.5,80.8,75.2,65.0,75.38,B
STU0235,Male,Semi-Private,Urban,Music,Post-Graduate,Middle,1.0,74.8,7.1,66.0,68.2,62.1,69.0,66.32,C
STU0236,Male,Government,Urban,None,Secondary,Low,5.5,100.0,5.5,72.5,59.9,78.4,66.2,69.25,C
STU0237,Male,Private,Urban,Sports,Secondary,High,4.5,74.5,6.9,78.8,71.5,68.7,60.0,69.75,C
STU0238,Female,Private,Urban,Coding,Secondary,High,5.0,73.4,7.6,75.0,67.2,58.1,66.3,66.65,C
STU0239,Male,Government,Urban,Dance,Secondary,Middle,1.3,86.9,6.6,69.4,75.5,66.4,61.4,68.18,C
STU0240,Female,Semi-Private,Semi-Urban,Dance,Graduate,Low,5.1,79.4,8.1,82.6,76.5,67.5,70.3,74.22,B
STU0241,Female,Private,Rural,Coding,Secondary,Middle,3.7,75.3,,72.9,74.6,59.4,57.7,66.15,C
STU0242,Female,Government,Urban,Coding,Graduate,Low,2.3,100.0,6.8,75.6,78.4,82.8,70.1,76.72,B
STU0243,Male,Private,Rural,Art,Graduate,,5.1,96.4,7.1,99.2,96.2,96.8,86.9,94.78,A+
STU0244,Male,Government,Rural,Dance,Secondary,High,5.2,61.1,6.4,70.2,55.6,61.3,60.3,61.85,C
STU0245,Male,Semi-Private,Urban,Coding,Secondary,Low,3.9,100.0,7.5,66.1,73.1,75.8,54.2,67.3,C
STU0246,Female,Government,Semi-Urban,Coding,Post-Graduate,Middle,4.5,75.9,6.0,89.3,97.2,87.5,66.6,85.15,A
STU0247,Male,Semi-Private,Urban,Coding,No Schooling,High,3.8,91.6,9.9,84.1,84.0,79.6,86.1,83.45,A
STU0248,Female,Semi-Private,Urban,Dance,Graduate,Low,1.9,100.0,9.4,84.6,80.5,71.5,73.8,77.6,B
STU0249,Female,Private,Urban,Music,Secondary,Middle,3.8,87.7,6.9,85.0,95.8,60.8,81.6,80.8,A
STU0250,Female,Private,Semi-Urban,Dance,Graduate,High,5.8,100.0,7.7,95.5,91.2,79.3,92.2,89.55,A
STU0251,Male,Government,Semi-Urban,Art,Graduate,Low,5.8,88.2,7.7,80.2,85.0,69.2,79.4,78.45,B
STU0252,Male,Government,Semi-Urban,None,Primary,Middle,2.8,85.5,7.7,64.3,55.3,50.1,64.1,58.45,D
STU0253,Female,Government,Semi-Urban,Art,Post-Graduate,,4.4,90.1,7.8,69.9,72.7,65.4,65.5,68.38,C
STU0254,Male,Private,Urban,Coding,Primary,Middle,4.1,63.1,7.9,63.8,56.0,42.9,47.1,52.45,D
STU0255,Male,Government,Rural,None,Primary,Middle,4.7,75.5,7.8,60.2,62.5,66.8,67.2,64.18,C
STU0256,Male,Government,Rural,Sports,Secondary,Middle,4.1,65.1,6.1,50.3,50.3,44.1,40.3,46.25,F
STU0257,Female,Private,Semi-Urban,None,Post-Graduate,Middle,5.1,75.9,7.5,78.5,76.3,77.6,81.2,78.4,B
STU0258,Male,Semi-Private,Rural,None,Secondary,Low,3.4,83.4,6.1,72.8,70.4,72.7,64.2,70.02,B
STU0259,Male,Private,Rural,Coding,Graduate,Middle,5.7,76.2,7.6,68.5,75.0,53.4,69.7,66.65,C
STU0260,Female,Semi-Private,Rural,Coding,Graduate,Low,3.2,76.3,8.1,66.2,65.7,47.3,66.9,61.52,C
STU0261,Female,Semi-Private,Rural,Art,Secondary,High,4.3,61.7,7.5,69.4,71.8,58.9,66.0,66.53,C
STU0262,Female,Government,Rural,Music,Graduate,Middle,5.0,71.7,7.9,67.2,84.3,65.1,64.2,70.2,B
STU0263,Female,Private,Semi-Urban,Music,Graduate,Middle,4.3,98.0,7.3,83.8,76.3,77.3,73.8,77.8,B
STU0264,Male,Private,Semi-Urban,None,Graduate,Middle,0.5,71.3,,72.0,67.4,75.5,65.9,70.2,B
STU0265,Male,Private,Urban,Art,Secondary,High,4.4,73.9,7.5,86.7,76.8,81.8,77.6,80.72,A
STU0266,Male,Government,Urban,Music,Post-Graduate,Middle,5.0,80.8,5.9,73.3,63.1,71.0,67.8,68.8,C
STU0267,Female,Private,Rural,Music,Primary,Low,4.4,82.5,6.4,75.3,86.7,62.5,67.3,72.95,B
STU0268,Male,Government,Rural,Art,Graduate,High,5.4,76.4,7.5,57.8,55.3,52.1,44.9,52.52,D
STU0269,Male,Semi-Private,Urban,None,Post-Graduate,Middle,5.8,61.2,8.6,87.4,71.6,77.5,75.0,77.88,B
STU0270,Male,Semi-Private,Rural,Coding,Primary,Low,3.0,84.5,7.5,62.0,60.3,62.6,60.6,61.38,C
STU0271,Male,Private,Urban,Sports,No Schooling,Low,1.4,100.0,7.3,72.9,69.9,73.0,65.4,70.3,B
STU0272,Male,Private,Urban,Art,Secondary,High,2.2,100.0,5.7,75.1,68.8,67.0,68.1,69.75,C
STU0273,Male,Private,Semi-Urban,Coding,Graduate,Low,4.1,69.4,9.3,98.0,95.4,86.7,82.2,90.58,A+
STU0274,Male,Government,Urban,Art,Graduate,Middle,4.9,82.8,5.4,89.9,90.8,84.2,83.9,87.2,A
STU0275,Female,Government,Semi-Urban,Art,Graduate,Low,3.8,100.0,,80.4,77.9,88.8,76.7,80.95,A
STU0276,Female,Semi-Private,Urban,None,Secondary,Middle,1.9,78.0,6.4,70.7,75.8,51.2,48.3,61.5,C
STU0277,Male,Government,Urban,None,Post-Graduate,Low,4.4,81.1,7.7,79.5,79.1,65.2,60.7,71.12,B
STU0278,Female,Private,Urban,Coding,Secondary,Low,4.0,60.1,6.5,71.3,71.4,58.5,63.8,66.25,C
STU0279,Male,Private,Rural,Art,Graduate,Middle,4.2,90.5,,78.5,77.3,61.2,74.3,72.82,B
STU0280,Male,Semi-Private,Urban,Music,Secondary,High,6.7,81.3,6.0,74.8,67.4,62.2,69.9,68.57,C
STU0281,Male,Government,Rural,Sports,Secondary,Middle,5.2,67.3,9.1,65.0,57.8,63.3,59.0,61.28,C
STU0282,Male,Semi-Private,Rural,Coding,Secondary,Low,3.8,86.3,7.4,78.0,78.7,78.9,76.2,77.95,B
STU0283,Female,Government,Rural,Dance,Primary,Low,2.0,89.7,8.1,60.0,55.5,57.8,60.2,58.38,D
STU0284,Female,Semi-Private,Rural,Art,Primary,Middle,6.0,69.7,9.5,58.6,62.2,56.5,53.5,57.7,D
STU0285,Female,Private,Urban,Art,Secondary,Middle,1.4,58.1,9.4,87.3,85.3,71.9,76.9,80.35,A
STU0286,Male,Government,Urban,None,Primary,Middle,3.6,79.7,5.9,63.4,58.8,37.6,49.6,52.35,D
STU0287,Female,Government,Urban,None,Graduate,Middle,2.2,86.3,7.3,85.1,86.7,80.3,76.8,82.22,A
STU0288,Male,Semi-Private,Urban,Dance,No Schooling,Middle,3.4,81.2,7.9,64.2,64.4,70.2,63.3,65.53,C
STU0289,Female,Government,Urban,Coding,Secondary,Middle,3.9,91.9,7.1,69.1,59.2,71.4,58.2,64.48,C
STU0290,Male,Private,Rural,None,Post-Graduate,Middle,2.0,57.5,6.2,82.9,72.0,74.7,74.6,76.05,B
STU0291,Female,Private,Urban,None,,Low,0.5,65.8,4.0,63.3,66.7,59.4,61.0,62.6,C
STU0292,Male,Private,Urban,Coding,Primary,Middle,2.6,80.7,8.6,75.2,70.7,80.2,74.3,75.1,B
STU0293,Female,Private,Semi-Urban,Music,Secondary,Middle,2.0,59.3,9.2,66.2,67.1,55.7,58.8,61.95,C
STU0294,Female,Private,Rural,Sports,Graduate,Middle,2.6,68.9,7.9,71.8,73.2,62.4,59.4,66.7,C
STU0295,Female,Government,Rural,Music,Secondary,Middle,3.6,71.7,7.0,78.4,85.6,57.2,68.4,72.4,B
STU0296,Male,Private,Rural,Art,Secondary,Low,6.3,90.2,6.3,78.3,88.2,75.3,72.7,78.62,B
STU0297,Female,Government,Rural,Music,Graduate,Low,3.1,93.7,7.2,68.0,61.1,58.8,64.1,63.0,C
STU0298,Male,Government,Rural,Coding,Secondary,Low,3.2,86.7,8.6,82.5,81.6,72.7,63.2,75.0,B
STU0299,Male,Government,Semi-Urban,Dance,Secondary,Middle,3.8,100.0,7.7,69.8,69.1,69.8,61.5,67.55,C
STU0300,Female,Private,Urban,Music,Primary,Middle,5.0,94.8,4.4,70.2,79.3,58.7,57.0,66.3,C
STU0301,Female,Private,Urban,None,Primary,Middle,4.8,87.5,8.9,84.8,76.2,81.1,76.1,79.55,B
STU0302,Male,Government,Urban,Dance,,Middle,1.1,87.1,7.8,61.4,70.0,61.6,59.6,63.15,C
STU0303,Female,Private,Urban,Dance,Secondary,Middle,2.4,71.0,5.7,76.0,79.4,66.7,75.9,74.5,B
STU0304,Male,Private,Urban,Art,Graduate,Middle,5.7,61.3,7.7,83.9,80.6,83.0,83.9,82.85,A
STU0305,Female,Semi-Private,Urban,Art,Secondary,High,3.2,69.4,7.2,60.6,65.8,55.7,60.0,60.53,C
STU0306,Male,Semi-Private,Rural,None,Secondary,Middle,5.4,88.1,7.2,81.7,79.5,80.2,70.5,77.97,B
STU0307,Female,Private,Urban,Sports,Secondary,Middle,5.1,74.2,5.8,91.3,81.6,77.7,77.5,82.02,A
STU0308,Male,Private,Urban,Dance,Secondary,Low,0.6,85.3,6.7,65.9,66.6,65.7,64.0,65.55,C
STU0309,Female,Private,Urban,None,Secondary,Middle,1.5,56.1,5.1,59.6,58.0,52.8,61.0,57.85,D
STU0310,Male,Private,Urban,Art,Post-Graduate,Middle,3.5,84.3,8.5,84.0,81.1,79.1,66.7,77.72,B
STU0311,Female,Government,Semi-Urban,Art,No Schooling,High,4.6,67.7,,61.7,57.0,60.3,74.1,63.28,C
STU0312,Female,Private,Rural,Sports,Graduate,Middle,3.6,69.3,8.3,76.1,79.8,66.5,71.9,73.57,B
STU0313,Female,Private,Urban,Dance,Post-Graduate,Low,3.7,98.0,7.7,98.6,98.5,85.4,92.8,93.82,A+
STU0314,Female,Government,Urban,Dance,Secondary,Middle,4.1,100.0,6.5,75.2,72.3,67.2,71.4,71.53,B
STU0315,Female,Government,Rural,None,Graduate,High,3.8,65.1,6.1,81.7,78.1,75.0,66.0,75.2,B
STU0316,Female,Government,Urban,Sports,Graduate,Middle,4.0,75.2,7.3,72.9,70.1,71.6,63.2,69.45,C
STU0317,Male,Private,Urban,Music,Secondary,Low,0.5,76.5,8.3,70.7,67.2,67.0,59.1,66.0,C
STU0318,Female,Private,Urban,None,Primary,Middle,3.5,86.8,8.0,93.3,90.9,60.3,70.8,78.82,B
STU0319,Female,Government,Rural,Dance,Secondary,Low,3.5,72.4,,68.7,73.1,70.2,54.4,66.6,C
STU0320,Female,Semi-Private,Urban,None,Primary,High,2.4,68.3,6.8,61.8,59.6,60.8,69.8,63.0,C
STU0321,Male,Private,Urban,None,Graduate,Middle,2.9,81.5,,71.5,72.4,75.2,63.7,70.7,B
STU0322,Male,Private,Semi-Urban,None,Graduate,High,1.5,79.0,5.1,67.5,65.2,69.2,68.1,67.5,C
STU0323,Female,Semi-Private,Semi-Urban,None,Graduate,Low,4.6,88.4,7.3,77.1,66.5,67.2,65.7,69.12,C
STU0324,Female,Government,Rural,Dance,Secondary,High,2.3,69.8,7.0,59.9,61.2,46.6,50.9,54.65,D
STU0325,Male,Private,Rural,Sports,Graduate,Low,3.8,75.5,5.5,64.0,59.7,73.9,69.6,66.8,C
STU0326,Male,Private,Rural,Sports,,Middle,3.3,87.3,6.6,78.2,82.2,81.7,69.3,77.85,B
STU0327,Female,Private,Urban,Art,Primary,Low,3.7,77.3,,52.7,62.6,55.8,48.6,54.92,D
STU0328,Male,Private,Rural,Coding,Graduate,Low,5.4,57.9,7.7,92.0,88.0,76.8,83.4,85.05,A
STU0329,Female,Semi-Private,Urban,Art,Post-Graduate,,2.9,97.5,8.1,66.1,71.5,50.8,65.3,63.42,C
STU0330,Female,Government,Rural,Music,Secondary,Low,3.8,77.0,6.5,69.3,66.8,60.4,59.7,64.05,C
STU0331,Female,Private,Urban,Sports,Graduate,,5.0,77.2,5.0,85.6,83.8,84.6,61.2,78.8,B
STU0332,Female,Semi-Private,Urban,None,Secondary,High,4.2,100.0,8.8,89.3,91.6,61.7,87.5,82.52,A
STU0333,Female,Government,Rural,Coding,Secondary,Middle,2.8,100.0,6.1,70.5,58.7,59.1,67.4,63.92,C
STU0334,Male,Private,Semi-Urban,Art,Secondary,Middle,1.7,89.4,6.6,73.2,62.9,88.6,60.4,71.27,B
STU0335,Male,Semi-Private,Semi-Urban,None,Secondary,Low,2.7,65.0,5.4,69.6,69.9,61.3,62.5,65.82,C
STU0336,Female,Government,Semi-Urban,Music,Secondary,Middle,4.3,94.5,8.7,68.6,52.9,63.6,72.1,64.3,C
STU0337,Male,Private,Semi-Urban,Sports,,,3.9,56.7,7.4,72.9,79.4,66.8,77.4,74.12,B
STU0338,Male,Private,Urban,Dance,Primary,Middle,5.0,79.6,6.8,80.6,88.6,87.3,70.2,81.68,A
STU0339,Female,Private,Rural,Music,Graduate,Middle,3.5,72.4,7.7,76.6,78.7,67.5,79.8,75.65,B
STU0340,Male,Government,Rural,Dance,Graduate,Middle,2.8,69.6,6.6,71.5,70.7,51.4,65.2,64.7,C
STU0341,Female,Government,Urban,Sports,Secondary,,1.8,80.8,6.3,55.5,62.2,60.4,47.3,56.35,D
STU0342,Male,Private,Semi-Urban,Dance,Graduate,High,2.2,85.4,5.6,85.3,82.5,69.0,72.5,77.32,B
STU0343,Male,Government,Urban,Sports,Graduate,Middle,2.4,87.4,5.4,72.4,70.1,54.6,78.4,68.88,C
STU0344,Female,Government,Rural,None,Secondary,Middle,6.0,77.0,8.3,74.6,73.8,80.6,71.7,75.18,B
STU0345,Male,Government,Semi-Urban,Music,Secondary,Middle,2.2,75.5,8.5,50.4,45.4,53.8,41.7,47.82,F
STU0346,Female,Semi-Private,Urban,None,Graduate,Middle,2.2,88.2,5.0,79.9,87.6,70.0,79.1,79.15,B
STU0347,Female,Government,Rural,Sports,Post-Graduate,,2.9,88.5,6.9,90.1,97.7,90.8,87.6,91.55,A+
STU0348,Male,Semi-Private,Rural,Sports,Secondary,High,5.5,79.7,7.1,74.7,69.1,76.3,64.9,71.25,B
STU0349,Female,Government,Rural,None,Post-Graduate,Middle,4.7,67.6,6.2,82.5,78.0,69.7,77.3,76.88,B
STU0350,Female,Private,Urban,Coding,Graduate,Middle,3.6,57.7,6.0,75.4,73.3,70.6,78.2,74.38,B
STU0351,Male,Private,Semi-Urban,None,Secondary,Middle,1.6,85.9,7.1,64.2,71.4,58.7,51.2,61.38,C
STU0352,Male,Government,Rural,None,Post-Graduate,Low,3.8,89.7,6.2,71.2,69.1,60.2,52.3,63.2,C
STU0353,Female,Private,Urban,Music,Post-Graduate,Middle,5.1,75.6,7.0,87.6,88.5,79.8,73.4,82.32,A
STU0354,Male,Government,Semi-Urban,Music,Secondary,High,5.8,82.5,5.7,78.5,72.1,77.9,58.5,71.75,B
STU0355,Male,Semi-Private,Rural,Coding,,Low,0.5,93.8,6.3,54.6,63.7,43.9,43.0,51.3,D
STU0356,Male,Private,Urban,Sports,,Middle,2.6,100.0,6.7,80.2,73.2,79.8,80.2,78.35,B
STU0357,Female,Government,Urban,Art,Secondary,Low,3.9,73.3,,67.6,65.1,47.6,56.2,59.12,D
STU0358,Male,Private,Urban,None,Secondary,Middle,5.6,76.9,8.4,73.1,62.9,68.9,66.0,67.72,C
STU0359,Male,Semi-Private,Urban,Dance,Post-Graduate,Middle,1.8,83.5,6.3,78.2,85.6,65.6,75.6,76.25,B
STU0360,Male,Private,Urban,Dance,Secondary,Middle,2.1,63.4,8.1,83.8,83.6,88.9,83.3,84.9,A
STU0361,Male,Government,Urban,Coding,Graduate,Low,3.0,52.3,4.0,62.6,73.3,45.3,60.5,60.42,C
STU0362,Male,Private,Rural,Dance,Secondary,High,1.6,62.0,7.0,74.1,68.2,66.1,52.3,65.18,C
STU0363,Female,Private,Semi-Urban,Coding,Secondary,Low,0.8,74.7,4.5,58.1,64.4,47.7,54.1,56.08,D
STU0364,Female,Semi-Private,Semi-Urban,None,Primary,,6.9,69.3,8.5,72.5,74.9,62.1,71.4,70.22,B
STU0365,Male,Government,Rural,Art,Secondary,Middle,3.4,68.2,9.4,72.8,68.0,57.8,67.4,66.5,C
STU0366,Male,Government,Rural,Coding,Primary,Middle,2.8,78.6,7.0,51.2,47.2,49.9,52.8,50.28,D
STU0367,Female,Semi-Private,Semi-Urban,Art,Graduate,Low,2.0,77.8,9.1,64.9,68.2,62.0,55.2,62.58,C
STU0368,Female,Government,Urban,Coding,Graduate,Middle,3.7,68.9,6.0,78.0,77.8,57.5,71.1,71.1,B
STU0369,Female,Private,Urban,Coding,Graduate,Middle,2.9,58.6,8.2,69.5,65.4,69.1,68.2,68.05,C
STU0370,Female,Private,Rural,Music,Graduate,Middle,4.9,82.9,8.0,69.3,79.8,51.2,73.4,68.43,C
STU0371,Female,Semi-Private,Semi-Urban,Art,Primary,Middle,2.1,90.6,6.8,62.9,63.2,58.7,53.9,59.68,D
STU0372,Male,Private,Rural,Dance,Post-Graduate,Middle,3.7,70.6,7.0,97.2,94.9,100.0,81.1,93.3,A+
STU0373,Female,Private,Semi-Urban,Dance,Primary,High,3.6,73.4,7.4,85.0,78.5,70.4,87.1,80.25,A
STU0374,Female,Private,Urban,None,Secondary,Middle,4.5,87.8,7.2,81.4,78.3,71.8,70.8,75.58,B
STU0375,Male,Government,Urban,Music,Graduate,Middle,3.5,90.6,7.4,70.8,57.9,58.9,66.2,63.45,C
STU0376,Male,Government,Rural,Coding,Primary,High,4.6,72.5,9.6,85.2,85.2,72.1,78.0,80.12,A
STU0377,Female,Private,Urban,Sports,Primary,Middle,4.2,76.8,9.4,68.5,72.9,65.7,62.8,67.48,C
STU0378,Male,Government,Urban,Coding,Post-Graduate,Middle,5.0,95.7,8.0,77.0,85.6,83.4,83.2,82.3,A
STU0379,Female,Government,Rural,Music,Secondary,Middle,4.6,88.5,,81.0,78.5,73.6,71.2,76.08,B
STU0380,Female,Government,Urban,Sports,Graduate,High,3.4,64.3,5.7,60.1,63.0,65.6,61.6,62.58,C
STU0381,Male,Private,Urban,Coding,Post-Graduate,Middle,6.2,57.4,8.0,91.0,88.9,76.5,77.9,83.57,A
STU0382,Male,Semi-Private,Urban,Music,Post-Graduate,Middle,3.0,74.7,8.0,67.0,56.3,70.8,74.7,67.2,C
STU0383,Male,Semi-Private,Semi-Urban,Art,Secondary,,6.0,66.4,6.5,89.2,76.9,94.1,73.6,83.45,A
STU0384,Male,Private,Urban,Music,Primary,Low,5.4,83.6,9.6,77.5,76.8,80.6,74.3,77.3,B
STU0385,Male,Semi-Private,Urban,None,Graduate,Middle,4.8,86.6,8.9,75.5,63.3,75.0,52.0,66.45,C
STU0386,Male,Semi-Private,Rural,Sports,Primary,Low,3.7,81.1,7.6,63.6,62.1,64.1,56.8,61.65,C
STU0387,Male,Semi-Private,Urban,Art,Graduate,,2.8,68.3,6.1,61.9,59.3,51.5,61.4,58.52,D
STU0388,Male,Private,Rural,Art,Graduate,High,4.2,62.8,5.2,76.4,65.8,58.1,59.0,64.82,C
STU0389,Male,Private,Rural,Music,Graduate,High,4.2,85.9,5.8,64.9,48.6,65.5,57.3,59.08,D
STU0390,Male,Government,Urban,Art,Graduate,Middle,3.7,87.9,9.0,64.0,59.6,53.1,81.6,64.57,C
STU0391,Male,Private,Rural,Dance,Post-Graduate,Middle,4.7,91.3,6.7,90.5,99.3,76.3,72.9,84.75,A
STU0392,Female,Private,Urban,Dance,Secondary,High,5.2,74.5,8.4,82.2,83.7,63.0,75.7,76.15,B
STU0393,Male,Private,Urban,Dance,Graduate,Middle,2.6,76.9,7.4,76.6,72.1,65.5,59.0,68.3,C
STU0394,Female,Private,Urban,Music,Secondary,Low,2.9,87.7,4.6,71.2,66.3,74.2,57.4,67.27,C
STU0395,Female,Government,Urban,Sports,Secondary,Low,2.0,78.1,6.7,74.7,76.7,76.1,70.8,74.58,B
STU0396,Male,Semi-Private,Rural,Music,No Schooling,Low,4.4,71.1,5.9,75.4,75.8,58.5,66.8,69.12,C
STU0397,Male,Government,Urban,None,Graduate,Middle,6.2,67.9,8.0,75.3,79.2,61.3,62.5,69.58,C
STU0398,Female,Government,Urban,Art,Post-Graduate,Middle,1.9,86.6,8.1,70.1,80.6,50.2,60.8,65.42,C
STU0399,Male,Private,Semi-Urban,Dance,Graduate,Middle,2.7,74.5,6.8,73.2,79.7,70.1,74.3,74.32,B
STU0400,Female,Government,Urban,Music,Secondary,,1.8,71.5,,55.6,62.0,53.8,50.9,55.58,D
STU0401,Male,Semi-Private,Rural,Music,Graduate,Middle,3.1,83.4,8.3,73.7,72.9,69.8,71.0,71.85,B
STU0402,Male,Government,Semi-Urban,Art,Secondary,Low,0.8,69.5,6.5,64.9,51.2,56.6,47.7,55.1,D
STU0403,Male,Government,Urban,Music,Graduate,Middle,5.6,71.1,7.7,71.4,58.4,70.9,61.3,65.5,C
STU0404,Female,Government,Semi-Urban,Dance,Post-Graduate,High,5.0,78.5,6.0,88.9,91.6,78.2,76.1,83.7,A
STU0405,Male,Government,Rural,Art,Secondary,High,4.3,72.4,6.6,63.2,59.6,66.4,53.4,60.65,C
STU0406,Female,Government,Rural,Sports,No Schooling,Low,5.3,95.0,7.7,82.8,92.4,66.6,73.3,78.77,B
STU0407,Female,Private,Rural,Dance,Secondary,Low,5.3,84.4,,81.4,89.9,81.1,71.0,80.85,A
STU0408,Female,Government,Rural,None,Secondary,Middle,3.9,79.5,5.3,74.0,74.5,71.4,72.3,73.05,B
STU0409,Female,Private,Rural,None,Graduate,Middle,2.0,94.9,,97.2,94.1,92.9,93.5,94.43,A+
STU0410,Male,Private,Urban,Coding,Secondary,Middle,2.9,79.0,6.6,94.8,89.1,83.0,79.5,86.6,A
STU0411,Male,Government,Urban,Coding,No Schooling,Middle,3.9,91.0,6.0,55.2,64.6,66.0,60.6,61.6,C
STU0412,Female,Semi-Private,Semi-Urban,Art,Graduate,,2.8,66.1,5.7,78.9,79.7,66.3,66.0,72.73,B
STU0413,Female,Private,Urban,Dance,Post-Graduate,Low,6.6,70.4,6.8,84.3,79.8,94.9,76.3,83.82,A
STU0414,Female,Government,Urban,Coding,Secondary,High,4.2,66.5,7.3,69.9,69.1,68.0,54.6,65.4,C
STU0415,Male,Semi-Private,Rural,Dance,Secondary,Low,4.2,84.1,6.7,79.3,77.6,81.6,69.4,76.97,B
STU0416,Male,Semi-Private,Urban,Dance,Primary,Low,5.4,59.5,7.4,78.0,88.6,82.9,81.1,82.65,A
STU0417,Male,Private,Rural,None,Secondary,Low,4.4,81.8,6.7,70.3,71.3,71.0,65.2,69.45,C
STU0418,Male,Private,Rural,Art,Secondary,High,3.6,72.1,,66.8,66.9,76.8,59.6,67.53,C
STU0419,Male,Private,Rural,None,,Low,6.3,79.6,6.8,86.2,78.0,85.8,63.0,78.25,B
STU0420,Male,Semi-Private,Rural,Coding,No Schooling,High,4.7,77.8,5.0,75.3,78.1,74.9,67.8,74.02,B
STU0421,Male,Private,Rural,Music,Secondary,Low,3.3,84.7,5.6,79.8,80.1,76.6,72.5,77.25,B
STU0422,Female,Government,Rural,Coding,Primary,Low,4.3,100.0,6.4,74.2,77.4,71.1,64.0,71.68,B
STU0423,Male,Government,Urban,Sports,Post-Graduate,Middle,3.2,100.0,8.5,68.2,68.5,71.9,60.2,67.2,C
STU0424,Male,Government,Rural,None,,High,2.8,87.8,5.9,68.3,66.2,56.4,61.9,63.2,C
STU0425,Male,Government,Semi-Urban,Art,Graduate,Middle,5.2,73.9,7.5,69.1,69.4,62.5,63.5,66.12,C
STU0426,Male,Government,Rural,None,Graduate,Low,3.2,80.3,7.5,64.7,60.1,64.1,58.5,61.85,C
STU0427,Female,Government,Urban,Music,Post-Graduate,High,2.8,73.2,5.5,70.0,70.9,58.7,72.2,67.95,C
STU0428,Male,Government,Rural,Music,No Schooling,Low,4.3,69.2,6.7,50.6,58.3,55.7,41.2,51.45,D
STU0429,Female,Private,Rural,Music,Secondary,Middle,5.6,54.6,7.2,83.0,88.3,73.9,85.2,82.6,A
STU0430,Female,Private,Urban,Music,Graduate,Middle,0.8,75.3,6.7,60.0,58.2,45.8,54.1,54.52,D
STU0431,Female,Government,Rural,Sports,Graduate,Low,2.9,81.3,7.7,65.7,64.4,56.0,64.3,62.6,C
STU0432,Female,Government,Urban,Dance,Graduate,Middle,0.6,85.3,7.6,68.8,72.3,71.2,70.5,70.7,B
STU0433,Female,Government,Rural,Coding,Graduate,Middle,0.5,79.4,7.3,49.3,51.5,38.6,48.8,47.05,F
STU0434,Male,Private,Semi-Urban,Music,Graduate,,4.1,69.7,8.1,69.0,69.0,56.0,63.0,64.25,C
STU0435,Female,Government,Semi-Urban,Sports,Post-Graduate,Middle,2.0,72.0,7.0,76.7,73.4,74.3,70.4,73.7,B
STU0436,Male,Semi-Private,Rural,None,Post-Graduate,Middle,5.1,89.1,7.1,77.5,72.2,60.3,56.4,66.6,C
STU0437,Male,Semi-Private,Rural,Music,No Schooling,Middle,2.2,57.5,7.3,66.8,61.4,66.3,42.9,59.35,D
STU0438,Male,Government,Urban,None,Secondary,Middle,4.9,71.9,5.7,73.6,72.6,51.1,72.2,67.38,C
STU0439,Male,Government,Urban,None,Graduate,Middle,4.4,78.3,7.7,62.1,64.1,61.6,55.4,60.8,C
STU0440,Female,Semi-Private,Urban,Art,Secondary,Low,2.6,73.1,6.3,69.8,59.5,63.6,57.9,62.7,C
STU0441,Female,Private,Rural,Sports,No Schooling,Middle,3.2,59.8,6.7,71.2,75.6,78.6,66.5,72.97,B
STU0442,Male,Government,Rural,Sports,Secondary,Middle,4.3,89.2,7.7,60.6,54.2,40.9,55.4,52.78,D
STU0443,Male,Government,Urban,Music,Post-Graduate,Middle,4.8,92.0,7.5,81.3,77.2,68.9,64.0,72.85,B
STU0444,Male,Private,Rural,Music,Primary,Low,6.0,66.2,5.3,85.9,84.4,82.2,83.3,83.95,A
STU0445,Male,Government,Rural,Music,Graduate,Middle,4.3,39.5,5.3,64.1,66.4,59.1,67.2,64.2,C
STU0446,Male,Government,Semi-Urban,Sports,Primary,High,3.9,100.0,5.8,70.9,79.9,61.3,66.2,69.58,C
STU0447,Male,Private,Semi-Urban,None,Graduate,Low,4.0,73.0,7.2,79.5,76.7,58.4,72.8,71.85,B
